CUSTNAME,GenderCode,ADDRESS1,CITY,STATE,COUNTRY_CODE,POSTAL_CODE,POSTAL_CODE_PLUS4,ADDRESS2,EMAIL_ADDRESS,PHONE_NUMBER,CREDITCARD_TYPE,NATIONALITY,NATIONAL_ID,CREDITCARD_NUMBER,DRIVER_LICENSE,CUST_ID,AGE,GENERATION
Rory Dickson        ,Mr.,1846 Brownton Road,Grand Junction,CO,US,81501,0,,Rory.D.Dickson@spambob.com,503-310-3671,Diners Club,U.S.,12900002,36704389151064,,11271,70,Baby_Boomers
Richard Taylor      ,Mr.,138 Meadowview Drive,Grand Rapids,MI,US,49503,0,,Richard.S.Taylor@pookmail.com,910-295-0118,VISA,FR,1.07E+14,4249948250155910,,11275,age-65,Gen_Z
Richard Taylor      ,Mr.,138 Meadowview Drive,Grand Rapids,MI,US,49503,0,,Richard.S.Taylor@pookmail.com,910-295-0118,VISA,FR,1.07E+14,4347987120907650,,11275,age-65,Gen_Z
Richard Taylor      ,Mr.,138 Meadowview Drive,Grand Rapids,MI,US,49503,0,,Richard.S.Taylor@pookmail.com,910-295-0118,VISA,FR,1.07E+14,4430124436891800,,11275,age-65,Gen_Z
Tonya Silva         ,Mrs.,3717 Losh Lane,Grand Rapids,MI,US,49503,0,,Tonya.J.Silva@dodgeit.com,410-756-3427,JCB,U.S.,216750001,3528185111779780,,11279,56,Baby_Boomers
Tonya Silva         ,Mrs.,3717 Losh Lane,Grand Rapids,MI,US,49503,0,,Tonya.J.Silva@dodgeit.com,410-756-3427,JCB,U.S.,216750001,3528541283351950,,11279,56,Baby_Boomers
Jane Cox            ,Mrs.,518 Agriculture Lane,Grand Villa Cravon,AO,IT,11020,0,,Jane.W.Cox@mailinator.com,0389 3692446,VISA,ES,1360495E,4275854066663440,,11283,36,Gen_Y
Jane Cox            ,Mrs.,518 Agriculture Lane,Grand Villa Cravon,AO,IT,11020,0,,Jane.W.Cox@mailinator.com,0389 3692446,VISA,ES,1360495E,4395306058726650,,11283,36,Gen_Y
Kimberly Colby      ,Mrs.,2878 Woodhill Avenue,Granite City,IL,US,62040,0,,Kimberly.P.Colby@pookmail.com,606-949-7930,VISA,IT,CQMWOI87L43F274R,4241459692390140,,11287,41,Gen_Y
Kimberly Colby      ,Mrs.,2878 Woodhill Avenue,Granite City,IL,US,62040,0,,Kimberly.P.Colby@pookmail.com,606-949-7930,VISA,IT,CQMWOI87L43F274R,4330676392922600,,11287,41,Gen_Y
Velia Reed          ,Mrs.,1640 Roguski Road,Grazzano Visconti,PC,IT,29020,0,,Velia.A.Reed@mailinator.com,0351 4701206,JCB,IT,THDQYF40A67F288N,3528526151764240,,11291,72,Baby_Boomers
Velia Reed          ,Mrs.,1640 Roguski Road,Grazzano Visconti,PC,IT,29020,0,,Velia.A.Reed@mailinator.com,0351 4701206,JCB,IT,THDQYF40A67F288N,3528518063053530,,11291,72,Baby_Boomers
Alisa Elmore        ,Mrs.,3541 Lonely Oak Drive,Green Bay,WI,US,54304,0,,Alisa.A.Elmore@spambob.com,219-253-5506,VISA,IT,RFRGUE64C51F538M,4566032885225820,,11295,33,Gen_Y
Alisa Elmore        ,Mrs.,3541 Lonely Oak Drive,Green Bay,WI,US,54304,0,,Alisa.A.Elmore@spambob.com,219-253-5506,VISA,IT,RFRGUE64C51F538M,4248715256986760,,11295,33,Gen_Y
Alisa Elmore        ,Mrs.,3541 Lonely Oak Drive,Green Bay,WI,US,54304,0,,Alisa.A.Elmore@spambob.com,219-253-5506,VISA,IT,RFRGUE64C51F538M,4609737744224150,,11295,33,Gen_Y
Gary Miller         ,Mr.,3413 Cherry Tree Drive,Greens Creek,QLD,AU,4570,0,,Gary.M.Miller@pookmail.com,(02) 6762 9682,Master Card,IT,IEORBE34T01C356F,5101527312517890,,11303,NA,Gen_Z
Gary Miller         ,Mr.,3413 Cherry Tree Drive,Greens Creek,QLD,AU,4570,0,,Gary.M.Miller@pookmail.com,(02) 6762 9682,Master Card,IT,IEORBE34T01C356F,5103505150969700,,11303,NA,Gen_Z
Gary Miller         ,Mr.,3413 Cherry Tree Drive,Greens Creek,QLD,AU,4570,0,,Gary.M.Miller@pookmail.com,(02) 6762 9682,Master Card,IT,IEORBE34T01C356F,5186272418183540,,11303,NA,Gen_Z
Gary Miller         ,Mr.,3413 Cherry Tree Drive,Greens Creek,QLD,AU,4570,0,,Gary.M.Miller@pookmail.com,(02) 6762 9682,Master Card,IT,IEORBE34T01C356F,5110159081756190,,11303,NA,Gen_Z
Paul Hendon         ,Mr.,1588 Liberty Avenue,Greenville,SC,US,29601,0,,Paul.L.Hendon@trashymail.com,205-341-9759,American Express,U.S.,34880002,371543516969049,,11307,48,Gen_X
Paul Hendon         ,Mr.,1588 Liberty Avenue,Greenville,SC,US,29601,0,,Paul.L.Hendon@trashymail.com,205-341-9759,American Express,U.S.,34880002,348755403365513,,11307,48,Gen_X
Paul Hendon         ,Mr.,1588 Liberty Avenue,Greenville,SC,US,29601,0,,Paul.L.Hendon@trashymail.com,205-341-9759,American Express,U.S.,34880002,348523972645770,,11307,48,Gen_X
Paul Hendon         ,Mr.,1588 Liberty Avenue,Greenville,SC,US,29601,0,,Paul.L.Hendon@trashymail.com,205-341-9759,American Express,U.S.,34880002,345333723567223,,11307,48,Gen_X
Colin Rios          ,Mr.,808 Walnut Hill Drive,Greenville,NC,US,27834,0,,Colin.M.Rios@trashymail.com,815-799-4214,American Express,FR,2.29E+14,376616510175775,,11311,19,Gen_Z
Colin Rios          ,Mr.,808 Walnut Hill Drive,Greenville,NC,US,27834,0,,Colin.M.Rios@trashymail.com,815-799-4214,American Express,FR,2.29E+14,370494390241727,,11311,19,Gen_Z
Colin Rios          ,Mr.,808 Walnut Hill Drive,Greenville,NC,US,27834,0,,Colin.M.Rios@trashymail.com,815-799-4214,American Express,FR,2.29E+14,341065162616497,,11311,19,Gen_Z
Mary Williams       ,Mrs.,632 Snowbird Lane,Grobers,,DE,6182,0,,Mary.M.Williams@spambob.com,06871 97 97 93,Master Card,IT,VEIZBT13P50F523M,5150633515915400,,11319,age-29,Gen_Z
Mary Williams       ,Mrs.,632 Snowbird Lane,Grobers,,DE,6182,0,,Mary.M.Williams@spambob.com,06871 97 97 93,Master Card,IT,VEIZBT13P50F523M,5165097638446040,,11319,age-29,Gen_Z
Roy Stokes          ,Mr.,1169 Hampton Meadows,Gsies,BZ,IT,39030,0,,Roy.E.Stokes@spambob.com,0365 5117247,American Express,UK,TL744607C,346079283504836,,11323,40,Gen_Y
Roy Stokes          ,Mr.,1169 Hampton Meadows,Gsies,BZ,IT,39030,0,,Roy.E.Stokes@spambob.com,0365 5117247,American Express,UK,TL744607C,345318809980111,,11323,40,Gen_Y
Roy Stokes          ,Mr.,1169 Hampton Meadows,Gsies,BZ,IT,39030,0,,Roy.E.Stokes@spambob.com,0365 5117247,American Express,UK,TL744607C,349181775897773,,11323,40,Gen_Y
Joseph Gonzalez     ,Mr.,3316 James Avenue,Guadix,,ES,18500,0,,Joseph.N.Gonzalez@mailinator.com,91-102-2612,Discover,U.S.,247990001,6011661072477530,,11327,age-44,Gen_Z
Joseph Gonzalez     ,Mr.,3316 James Avenue,Guadix,,ES,18500,0,,Joseph.N.Gonzalez@mailinator.com,91-102-2612,Discover,U.S.,247990001,6011550708890710,,11327,age-44,Gen_Z
Joseph Gonzalez     ,Mr.,3316 James Avenue,Guadix,,ES,18500,0,,Joseph.N.Gonzalez@mailinator.com,91-102-2612,Discover,U.S.,247990001,6011739277089000,,11327,age-44,Gen_Z
Joseph Gonzalez     ,Mr.,3316 James Avenue,Guadix,,ES,18500,0,,Joseph.N.Gonzalez@mailinator.com,91-102-2612,Discover,U.S.,247990001,6011245901756810,,11327,age-44,Gen_Z
Anna Allen          ,Mrs.,4201 Briarhill Lane,HABBERLEY,,UK,SY5 2SW,0,,Anna.J.Allen@dodgeit.com,078 6514 3805,JCB,IT,REUSAE41R09G873Z,3528378637531800,,11335,79,Baby_Boomers
Anna Allen          ,Mrs.,4201 Briarhill Lane,HABBERLEY,,UK,SY5 2SW,0,,Anna.J.Allen@dodgeit.com,078 6514 3805,JCB,IT,REUSAE41R09G873Z,3528406879299280,,11335,79,Baby_Boomers
Anna Allen          ,Mrs.,4201 Briarhill Lane,HABBERLEY,,UK,SY5 2SW,0,,Anna.J.Allen@dodgeit.com,078 6514 3805,JCB,IT,REUSAE41R09G873Z,3528375421340100,,11335,79,Baby_Boomers
Anna Allen          ,Mrs.,4201 Briarhill Lane,HABBERLEY,,UK,SY5 2SW,0,,Anna.J.Allen@dodgeit.com,078 6514 3805,JCB,IT,REUSAE41R09G873Z,3528921146546390,,11335,79,Baby_Boomers
Harry Walker        ,Mr.,2529 White Avenue,Hamburg Waltershof,,DE,21129,0,,Harry.L.Walker@spambob.com,09188 82 07 01,American Express,ES,X1271331Y,376145901006959,,11343,age-74,Gen_Z
Harry Walker        ,Mr.,2529 White Avenue,Hamburg Waltershof,,DE,21129,0,,Harry.L.Walker@spambob.com,09188 82 07 01,American Express,ES,X1271331Y,372951842099937,,11343,age-74,Gen_Z
Amber Pena          ,Mrs.,577 Coolidge Street,Hampton,VA,US,23669,0,,Amber.S.Pena@mailinator.com,410-404-0635,JCB,UK,SZ004013B,3528993489756840,,11347,43,Gen_X
Amber Pena          ,Mrs.,577 Coolidge Street,Hampton,VA,US,23669,0,,Amber.S.Pena@mailinator.com,410-404-0635,JCB,UK,SZ004013B,3528289188077640,,11347,43,Gen_X
Amber Pena          ,Mrs.,577 Coolidge Street,Hampton,VA,US,23669,0,,Amber.S.Pena@mailinator.com,410-404-0635,JCB,UK,SZ004013B,3528685514907550,,11347,43,Gen_X
Amber Pena          ,Mrs.,577 Coolidge Street,Hampton,VA,US,23669,0,,Amber.S.Pena@mailinator.com,410-404-0635,JCB,UK,SZ004013B,3528098967083060,,11347,43,Gen_X
Darren Wright       ,Mr.,513 Cook Hill Road,Haro,,ES,26200,0,,Darren.A.Wright@dodgeit.com,91-102-2433,VISA,IT,UAOJIU10P54H773A,4783370368610550,,11351,60,Baby_Boomers
Carla Larry         ,Mrs.,2446 Victoria Court,Harsdorf,,DE,95499,0,,Carla.C.Larry@spambob.com,030 40 90 93,American Express,FR,1.08E+14,372359589751600,,11359,26,Gen_Y
Norene Carver       ,Mrs.,1761 Courtright Street,Hayman Island,QLD,AU,4801,0,,Norene.M.Carver@pookmail.com,(02) 4951 4310,American Express,IT,YKEYIA15M14A976G,372244313257827,,11367,31,Gen_Y
Norene Carver       ,Mrs.,1761 Courtright Street,Hayman Island,QLD,AU,4801,0,,Norene.M.Carver@pookmail.com,(02) 4951 4310,American Express,IT,YKEYIA15M14A976G,342334410663379,,11367,31,Gen_Y
Norene Carver       ,Mrs.,1761 Courtright Street,Hayman Island,QLD,AU,4801,0,,Norene.M.Carver@pookmail.com,(02) 4951 4310,American Express,IT,YKEYIA15M14A976G,347014075889917,,11367,31,Gen_Y
Norene Carver       ,Mrs.,1761 Courtright Street,Hayman Island,QLD,AU,4801,0,,Norene.M.Carver@pookmail.com,(02) 4951 4310,American Express,IT,YKEYIA15M14A976G,379841075810655,,11367,31,Gen_Y
Norene Carver       ,Mrs.,1761 Courtright Street,Hayman Island,QLD,AU,4801,0,,Norene.M.Carver@pookmail.com,(02) 4951 4310,American Express,IT,YKEYIA15M14A976G,342824796371246,,11367,31,Gen_Y
Ron Muirhead        ,Mr.,1613 Cinnamon Lane,Boston,MA,US,2110,0,,Ron.H.Muirhead@dodgeit.com,951-377-6099,Diners Club,UK,SB030811D,36500660763662,,11375,NA,Gen_Z
Charles Cole        ,Mr.,1239 Parrish Avenue,Hermiston,OR,US,97838,0,,Charles.R.Cole@trashymail.com,509-576-3268,American Express,IT,UOOSLO24S03L869G,346442453105794,,11383,age-30,Gen_Z
June Basnight       ,Mrs.,2026 Snider Street,Hespeler,ON,CA,N3C 1H3,0,,June.R.Basnight@pookmail.com,780-505-1129,Diners Club,U.S.,49080002,36388761490074,,11387,65,Baby_Boomers
June Basnight       ,Mrs.,2026 Snider Street,Hespeler,ON,CA,N3C 1H3,0,,June.R.Basnight@pookmail.com,780-505-1129,Diners Club,U.S.,49080002,36954251433377,,11387,65,Baby_Boomers
June Basnight       ,Mrs.,2026 Snider Street,Hespeler,ON,CA,N3C 1H3,0,,June.R.Basnight@pookmail.com,780-505-1129,Diners Club,U.S.,49080002,36276919816516,,11387,65,Baby_Boomers
Christine Bess      ,Mrs.,3665 Romano Street,Hickory,NC,US,28601,0,,Christine.B.Bess@spambob.com,610-965-8534,American Express,IT,MUOYCS87T65C314S,370121931684313,,11391,77,Baby_Boomers
Christine Bess      ,Mrs.,3665 Romano Street,Hickory,NC,US,28601,0,,Christine.B.Bess@spambob.com,610-965-8534,American Express,IT,MUOYCS87T65C314S,370912229987453,,11391,77,Baby_Boomers
Jillian English     ,Mrs.,2404 Rardin Drive,HIGH CATTON,,UK,YO4 1XG,0,,Jillian.J.English@dodgeit.com,077 5622 5480,American Express,FR,7.38E+14,379172873400854,,11395,63,Baby_Boomers
Jillian English     ,Mrs.,2404 Rardin Drive,HIGH CATTON,,UK,YO4 1XG,0,,Jillian.J.English@dodgeit.com,077 5622 5480,American Express,FR,7.38E+14,349023087149995,,11395,63,Baby_Boomers
Jillian English     ,Mrs.,2404 Rardin Drive,HIGH CATTON,,UK,YO4 1XG,0,,Jillian.J.English@dodgeit.com,077 5622 5480,American Express,FR,7.38E+14,370626664003519,,11395,63,Baby_Boomers
Jillian English     ,Mrs.,2404 Rardin Drive,HIGH CATTON,,UK,YO4 1XG,0,,Jillian.J.English@dodgeit.com,077 5622 5480,American Express,FR,7.38E+14,378634336716748,,11395,63,Baby_Boomers
Jillian English     ,Mrs.,2404 Rardin Drive,HIGH CATTON,,UK,YO4 1XG,0,,Jillian.J.English@dodgeit.com,077 5622 5480,American Express,FR,7.38E+14,346267796273437,,11395,63,Baby_Boomers
Jillian English     ,Mrs.,2404 Rardin Drive,HIGH CATTON,,UK,YO4 1XG,0,,Jillian.J.English@dodgeit.com,077 5622 5480,American Express,FR,7.38E+14,349707968299372,,11395,63,Baby_Boomers
Ricky Dacus         ,Mr.,3781 Florence Street,Highland Park,MI,US,48203,0,,Ricky.P.Dacus@mailinator.com,918-915-3872,Diners Club,FR,2.27E+14,36320226735603,,11399,68,Baby_Boomers
Ricky Dacus         ,Mr.,3781 Florence Street,Highland Park,MI,US,48203,0,,Ricky.P.Dacus@mailinator.com,918-915-3872,Diners Club,FR,2.27E+14,36877372135698,,11399,68,Baby_Boomers
Angelo White        ,Mr.,4856 Liberty Avenue,Hill River,SA,AU,5453,0,,Angelo.C.White@pookmail.com,(03) 5345 3805,American Express,IT,EEOPGZ27M71I573V,377311284625957,,11403,67,Baby_Boomers
Angelo White        ,Mr.,4856 Liberty Avenue,Hill River,SA,AU,5453,0,,Angelo.C.White@pookmail.com,(03) 5345 3805,American Express,IT,EEOPGZ27M71I573V,371088859967359,,11403,67,Baby_Boomers
Angelo White        ,Mr.,4856 Liberty Avenue,Hill River,SA,AU,5453,0,,Angelo.C.White@pookmail.com,(03) 5345 3805,American Express,IT,EEOPGZ27M71I573V,375045533672705,,11403,67,Baby_Boomers
George Hart         ,Mr.,4748 Rivendell Drive,Hinton,IA,US,51024,0,,George.T.Hart@mailinator.com,806-755-1777,JCB,IT,AXXQNQ45H70E142X,3528061346486090,,11407,62,Baby_Boomers
George Hart         ,Mr.,4748 Rivendell Drive,Hinton,IA,US,51024,0,,George.T.Hart@mailinator.com,806-755-1777,JCB,IT,AXXQNQ45H70E142X,3528628839532730,,11407,62,Baby_Boomers
Pamala Dotson       ,Mrs.,3377 Ash Avenue,Honolulu,HI,US,96819,0,,Pamala.E.Dotson@trashymail.com,765-209-6524,Diners Club,U.S.,520510009,36762870631358,,11411,28,Gen_Y
Pamala Dotson       ,Mrs.,3377 Ash Avenue,Honolulu,HI,US,96819,0,,Pamala.E.Dotson@trashymail.com,765-209-6524,Diners Club,U.S.,520510009,36844499018629,,11411,28,Gen_Y
Pamala Dotson       ,Mrs.,3377 Ash Avenue,Honolulu,HI,US,96819,0,,Pamala.E.Dotson@trashymail.com,765-209-6524,Diners Club,U.S.,520510009,36111253996568,,11411,28,Gen_Y
Keith Flores        ,Mr.,4158 Oakmound Drive,Hookswood,QLD,AU,4415,0,,Keith.J.Flores@spambob.com,(03) 5331 0020,Diners Club,ES,X9881873S,36803084685432,,11415,34,Gen_Y
Christopher Utt     ,Mr.,3103 Kyle Street,Hisbach,,DE,63766,0,,Christopher.A.Utt@mailinator.com,05942 98 54 98,VISA,U.S.,2040003,4838014139314140,,11423,68,Baby_Boomers
Christopher Utt     ,Mr.,3103 Kyle Street,Hisbach,,DE,63766,0,,Christopher.A.Utt@mailinator.com,05942 98 54 98,VISA,U.S.,2040003,4168876493794620,,11423,68,Baby_Boomers
Christopher Utt     ,Mr.,3103 Kyle Street,Hisbach,,DE,63766,0,,Christopher.A.Utt@mailinator.com,05942 98 54 98,VISA,U.S.,2040003,4612384821077680,,11423,68,Baby_Boomers
Wayne Brunson       ,Mr.,2700 Bassel Street,Houston,TX,US,77099,0,,Wayne.O.Brunson@pookmail.com,614-404-8355,VISA,U.S.,608590001,4186325550782230,,11427,50,Gen_X
Wayne Brunson       ,Mr.,2700 Bassel Street,Houston,TX,US,77099,0,,Wayne.O.Brunson@pookmail.com,614-404-8355,VISA,U.S.,608590001,4977377900813220,,11427,50,Gen_X
Wayne Brunson       ,Mr.,2700 Bassel Street,Houston,TX,US,77099,0,,Wayne.O.Brunson@pookmail.com,614-404-8355,VISA,U.S.,608590001,4293929534767330,,11427,50,Gen_X
Ray Brooks          ,Mr.,81 Monroe Street,Houston,TX,US,77063,0,,Ray.P.Brooks@dodgeit.com,407-281-8753,VISA,U.S.,9880003,4789888491023110,,11431,46,Gen_X
Ray Brooks          ,Mr.,81 Monroe Street,Houston,TX,US,77063,0,,Ray.P.Brooks@dodgeit.com,407-281-8753,VISA,U.S.,9880003,4100943662779470,,11431,46,Gen_X
Ray Brooks          ,Mr.,81 Monroe Street,Houston,TX,US,77063,0,,Ray.P.Brooks@dodgeit.com,407-281-8753,VISA,U.S.,9880003,4895604472936410,,11431,46,Gen_X
Chad Cai            ,Mr.,1957 Bagwell Avenue,Huntington,NY,US,11743,0,,Chad.K.Cai@trashymail.com,773-768-3700,American Express,FR,2.89E+14,375275672495707,,11439,75,Baby_Boomers
Janet Green         ,Mrs.,2721 Parrill Court,Hutto,TX,US,78634,0,,Janet.J.Green@pookmail.com,715-539-5680,JCB,IT,XGGTAO87H55C709Z,3528047297738500,,11447,55,Baby_Boomers
Janet Green         ,Mrs.,2721 Parrill Court,Hutto,TX,US,78634,0,,Janet.J.Green@pookmail.com,715-539-5680,JCB,IT,XGGTAO87H55C709Z,3528847660254930,,11447,55,Baby_Boomers
Tina Garcia         ,Mrs.,1453 Gateway Avenue,Illkirch-graffenstaden,,FR,67400,0,,Tina.G.Garcia@pookmail.com,01.86.23.75.61,Discover,IT,JNRXGB95R13D041B,6011296054362830,,11451,68,Baby_Boomers
Scott Mcgraw        ,Mr.,2840 Linda Street,Inca,,ES,7300,0,,Scott.K.Mcgraw@dodgeit.com,91-271-2724,VISA,UK,OE396712,4046906913166200,,11455,28,Gen_Y
Scott Mcgraw        ,Mr.,2840 Linda Street,Inca,,ES,7300,0,,Scott.K.Mcgraw@dodgeit.com,91-271-2724,VISA,UK,OE396712,4191277758159910,,11455,28,Gen_Y
Scott Mcgraw        ,Mr.,2840 Linda Street,Inca,,ES,7300,0,,Scott.K.Mcgraw@dodgeit.com,91-271-2724,VISA,UK,OE396712,4642271338544800,,11455,28,Gen_Y
William White       ,Mr.,3295 Tuna Street,Indianapolis,IN,US,46204,0,,William.A.White@spambob.com,518-262-2887,Master Card,U.S.,12900007,5156341096793460,,11459,61,Baby_Boomers
William White       ,Mr.,3295 Tuna Street,Indianapolis,IN,US,46204,0,,William.A.White@spambob.com,518-262-2887,Master Card,U.S.,12900007,5108371536354920,,11459,61,Baby_Boomers
William White       ,Mr.,3295 Tuna Street,Indianapolis,IN,US,46204,0,,William.A.White@spambob.com,518-262-2887,Master Card,U.S.,12900007,5125010061201860,,11459,61,Baby_Boomers
Dianne Taylor       ,Mrs.,4080 Armory Road,Indianapolis,IN,US,46278,0,,Dianne.D.Taylor@dodgeit.com,508-224-4717,Diners Club,IT,NJBRVR65C49B682W,36656045075956,,11463,77,Baby_Boomers
Kathy Johnson       ,Mrs.,3006 Blackwell Street,Inglewood,CA,US,90301,0,,Kathy.J.Johnson@dodgeit.com,318-489-0518,Discover,UK,BB986419C,6011218840032570,,11467,53,Baby_Boomers
Judi Valencia       ,Mrs.,602 Dola Mine Road,Irura,,ES,20270,0,,Judi.M.Valencia@dodgeit.com,91-102-2472,American Express,CA,143126811,375178202344090,,11475,51,Gen_X
Judi Valencia       ,Mrs.,602 Dola Mine Road,Irura,,ES,20270,0,,Judi.M.Valencia@dodgeit.com,91-102-2472,American Express,CA,143126811,373144903202875,,11475,51,Gen_X
Charles Luckett     ,Mr.,697 Shady Pines Drive,Irvine,CA,US,92614,0,,Charles.G.Luckett@mailinator.com,213-506-4848,VISA,IT,XNNQXH22E41A634X,4354053904763070,,11479,23,Gen_Y
Daryl Allen         ,Mr.,524 Stroop Hill Road,Irving,TX,US,75060,0,,Daryl.M.Allen@spambob.com,843-755-9038,American Express,FR,2.26E+14,346988733395333,,11483,63,Baby_Boomers
Daryl Allen         ,Mr.,524 Stroop Hill Road,Irving,TX,US,75060,0,,Daryl.M.Allen@spambob.com,843-755-9038,American Express,FR,2.26E+14,379251645494438,,11483,63,Baby_Boomers
Daryl Allen         ,Mr.,524 Stroop Hill Road,Irving,TX,US,75060,0,,Daryl.M.Allen@spambob.com,843-755-9038,American Express,FR,2.26E+14,343486976263466,,11483,63,Baby_Boomers
Daryl Allen         ,Mr.,524 Stroop Hill Road,Irving,TX,US,75060,0,,Daryl.M.Allen@spambob.com,843-755-9038,American Express,FR,2.26E+14,375065820235391,,11483,63,Baby_Boomers
Theodore Bass       ,Mr.,4268 Tetrick Road,Isola,SP,IT,19126,0,,Theodore.L.Bass@pookmail.com,0393 3956392,VISA,ES,8209405S,4252847034934730,,11487,29,Gen_Y
Theodore Bass       ,Mr.,4268 Tetrick Road,Isola,SP,IT,19126,0,,Theodore.L.Bass@pookmail.com,0393 3956392,VISA,ES,8209405S,4069001235316610,,11487,29,Gen_Y
Theodore Bass       ,Mr.,4268 Tetrick Road,Isola,SP,IT,19126,0,,Theodore.L.Bass@pookmail.com,0393 3956392,VISA,ES,8209405S,4041522016769850,,11487,29,Gen_Y
Theodore Bass       ,Mr.,4268 Tetrick Road,Isola,SP,IT,19126,0,,Theodore.L.Bass@pookmail.com,0393 3956392,VISA,ES,8209405S,4656080598168530,,11487,29,Gen_Y
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,UK,KX260887,4146666716203340,,11491,59,Baby_Boomers
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,UK,KX260887,4163437687284310,,11491,59,Baby_Boomers
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,UK,KX260887,4540266494515040,,11491,59,Baby_Boomers
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,UK,KX260887,4050821550365420,,11491,59,Baby_Boomers
Elissa Wyman        ,Mrs.,3541 Locust Court,Ithaca,NY,US,14850,0,,Elissa.R.Wyman@trashymail.com,541-616-4798,VISA,UK,KX260887,4065362726202760,,11491,59,Baby_Boomers
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,ES,3069685J,344464494379456,,11495,31,Gen_Y
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,ES,3069685J,348146697108360,,11495,31,Gen_Y
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,ES,3069685J,375539780634944,,11495,31,Gen_Y
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,ES,3069685J,375179956692481,,11495,31,Gen_Y
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,ES,3069685J,342645753120676,,11495,31,Gen_Y
Michael Macias      ,Mr.,909 Carter Street,Jackson,MS,US,39211,0,,Michael.L.Macias@pookmail.com,352-955-0333,American Express,ES,3069685J,375765909411596,,11495,31,Gen_Y
Mary Duff           ,Mrs.,1447 Duke Lane,Jackson,MS,US,39211,0,,Mary.E.Duff@dodgeit.com,361-920-1398,JCB,IT,WTVYWH66T19I752O,3528507818932370,,11499,48,Gen_X
Mary Duff           ,Mrs.,1447 Duke Lane,Jackson,MS,US,39211,0,,Mary.E.Duff@dodgeit.com,361-920-1398,JCB,IT,WTVYWH66T19I752O,3528944793179900,,11499,48,Gen_X
Mary Duff           ,Mrs.,1447 Duke Lane,Jackson,MS,US,39211,0,,Mary.E.Duff@dodgeit.com,361-920-1398,JCB,IT,WTVYWH66T19I752O,3528975001065830,,11499,48,Gen_X
Robert Garces       ,Mr.,3913 Laurel Lane,Jacksonville,FL,US,32202,0,,Robert.S.Garces@spambob.com,574-274-3803,JCB,IT,OIOFVZ10B09F269Y,3528180840656090,,11503,30,Gen_Y
Robert Garces       ,Mr.,3913 Laurel Lane,Jacksonville,FL,US,32202,0,,Robert.S.Garces@spambob.com,574-274-3803,JCB,IT,OIOFVZ10B09F269Y,3528968613151000,,11503,30,Gen_Y
Kelvin Smith        ,Mr.,1026 Deans Lane,Jacksonville,FL,US,32256,0,,Kelvin.M.Smith@spambob.com,865-374-1622,JCB,FR,1.54E+14,3528152245576260,,11507,77,Baby_Boomers
Kelvin Smith        ,Mr.,1026 Deans Lane,Jacksonville,FL,US,32256,0,,Kelvin.M.Smith@spambob.com,865-374-1622,JCB,FR,1.54E+14,3528533490841070,,11507,77,Baby_Boomers
Kelvin Smith        ,Mr.,1026 Deans Lane,Jacksonville,FL,US,32256,0,,Kelvin.M.Smith@spambob.com,865-374-1622,JCB,FR,1.54E+14,3528290833917460,,11507,77,Baby_Boomers
Melanie Bethel      ,Mrs.,4152 Heavner Avenue,Jacksonville,FL,US,32044,0,,Melanie.S.Bethel@pookmail.com,562-300-4207,JCB,FR,2.67E+14,3528639720053340,,11511,NA,Gen_Z
Melanie Bethel      ,Mrs.,4152 Heavner Avenue,Jacksonville,FL,US,32044,0,,Melanie.S.Bethel@pookmail.com,562-300-4207,JCB,FR,2.67E+14,3528114473058200,,11511,NA,Gen_Z
Melanie Bethel      ,Mrs.,4152 Heavner Avenue,Jacksonville,FL,US,32044,0,,Melanie.S.Bethel@pookmail.com,562-300-4207,JCB,FR,2.67E+14,3528273000524490,,11511,NA,Gen_Z
Donna Daniels       ,Mrs.,1569 Hanover Street,Jarklin,VIC,AU,3517,0,,Donna.L.Daniels@spambob.com,(07) 4058 4591,Discover,CA,330431149,6011162393259200,,11515,76,Baby_Boomers
Donna Daniels       ,Mrs.,1569 Hanover Street,Jarklin,VIC,AU,3517,0,,Donna.L.Daniels@spambob.com,(07) 4058 4591,Discover,CA,330431149,6011529509214080,,11515,76,Baby_Boomers
